"_id"	"attrs"	"name"	"price"	"sku"	"spu"	"words"
"60e99521a2357c3031c36cc1"	"[ ""Intel 内存8GB 7*24H咨询"", ""Intel"", ""内存8GB"", ""7*24H咨询"" ]"	"戴尔(DELL)成就3881 酷睿十代i3/i5家用办公台式机商务炒股游戏电脑迷你主机全套win10 主机+23.8英寸显示器 i3-10100 8G 1TB机械硬盘 定制"	"3699"	"56546082288"	"13609286413"	"【领券立减，联系客服更优惠】分期免息，下单送礼丨全国联保三年，三年上门服务丨企业购联系客服享优惠丨含13%增值税专用发票"
"60e99521a2357c3031c36cc2"	"[ ""Intel 内存8GB 7*24H咨询"", ""Intel"", ""内存8GB"", ""7*24H咨询"" ]"	"戴尔(DELL)成就3881 酷睿十代i3/i5家用办公台式机商务炒股游戏电脑迷你主机全套win10 主机+21.5英寸显示器 i3-10100 8G 256GSSD固态 定制"	"3599"	"56685003649"	"13609286413"	"【领券立减，联系客服更优惠】分期免息，下单送礼丨全国联保三年，三年上门服务丨企业购联系客服享优惠丨含13%增值税专用发票"
"60e99521a2357c3031c36cc3"	"[ ""Intel i5 内存8GB"", ""Intel i5"", ""内存8GB"" ]"	"雷神（ThundeRobot）911黑武士 十代酷睿水冷吃鸡游戏台式电脑主机高端设计制图编程台式机 十代i5-10400/RTX2060-6G 16GB内存 512G固态+1TB机械| 定制版"	"8399"	"69247888620"	"10020003787749"	"【领券减600+六期免息】下单即送游戏背光键盘丶游戏鼠标丶耳麦丶大鼠标垫丶10米网线！【水冷/风冷可选/侧透机箱】"
"60e99521a2357c3031c36cc4"	"[ ""Intel i7 内存16GB 三年质保"", ""Intel i7"", ""内存16GB"", ""三年质保"" ]"	"京天(KOTIN) IdeaPro710 专业图形设计渲染台式电脑主机（i7 10700F P1000 16G 500G+1T 3年上门）"	"6999"	"100011338003"	"100011338003"	"8核16线程，专业P1000图形显卡，16G高频内存，500G+1TB双硬盘，全方位静音降噪机箱，3D建模渲染推荐。P2200图形推荐》点击"
"60e99521a2357c3031c36cc5"	"[ ""Intel i3 内存4GB 7*24H咨询"", ""Intel i3"", ""内存4GB"", ""7*24H咨询"" ]"	"DELL戴尔3080MFF 微型台式电脑迷你小主机 小型台式机商用办公游戏MINI客厅 整机配21.5英寸高清显示器 i3-10100T/4G/128G固态/标配版"	"3599"	"20892538773"	"11066455789"	"【优惠继续享，多购多优惠】部分产品限时抢200/300/600神券！包含13%专票！全国联保！下单享多重豪礼！详情联系在线客服.点我领300元券点我领300元券"
"60e99521a2357c3031c36cc6"	"[ ""Intel i5 内存8GB 上门服务"", ""Intel i5"", ""内存8GB"", ""上门服务"" ]"	"戴尔(DELL)灵越3891台式机11代CPUi3i5迷你机箱办公商用家用游戏炒股整机21年新上市 主机+27英寸高清显示器 11代i5 8G 1T 256G 2G独显定制"	"5299"	"10029435742404"	"10020910285633"	"【夏季狂欢领好礼】全店享三期免息，享受15天价保，买贵包赔，关注店铺送32GU盘，下单直送199元豪礼，企业购享大额红包更有晒单红包！撩客服享豪礼查看"
"60e99521a2357c3031c36cc7"	"[ ""Intel i9 内存32GB 上门服务"", ""Intel i9"", ""内存32GB"", ""上门服务"" ]"	"【十代八核处理器】联想台式机E97 绘图 设计 3D渲染 高端商用 办公税务开票电脑 主机 电脑整机 主机+28英寸4K显示器 定制i9-10900 32G 512G+4T 2G"	"12999"	"53742792320"	"12407820928"	"10代强芯来袭，支持企业定制；含13%增值税专用发票；兼容win7-32/64位系统；更多i7处理器可选："
"60e99521a2357c3031c36cc8"	"[ ""Intel i3 内存4GB"", ""Intel i3"", ""内存4GB"" ]"	"联想（Lenovo）扬天T4900K 商用办公台式电脑 i3-10100/4G/1T/集显/DVDRW +21.5英寸显示器（可定制win7)"	"4799"	"100007156765"	"100007156765"	"联想（Lenovo）扬天T4900K 商用办公台式电脑 i3-10100/4G/1T/集显/DVDRW +21.5英寸显示器（可定制win7)"
"60e99521a2357c3031c36cc9"	"[ ""Intel i7 内存32GB 三年质保"", ""Intel i7"", ""内存32GB"", ""三年质保"" ]"	"戴尔（DELL） OptiPlex7080MT商用办公台式电脑主机酷睿i7游戏台式机主机3D建模设计 单主机不含显示器 I7 32G 1T+512G固态 1050TI定制"	"7699"	"46245157049"	"11027613965"	"【7月企业购狂欢不止，多购多优惠】限时特惠！部分产品限时抢400/200神券！含13%专票！全国联保！下单享多重豪礼！晒单再返30元红包！撩客服加赠U盘"
"60e99521a2357c3031c36cca"	"[ ""Intel 内存8GB 集成显卡 三年质保"", ""Intel"", ""内存8GB"", ""集成显卡"", ""三年质保"" ]"	"戴尔 OptiPlex 3080MFF微型商用办公游戏台式电脑主机G6400T升级G6405T/8G/128G/1T 内置WiFi【定制版】"	"2749"	"100018623508"	"100018623508"	"戴尔 OptiPlex 3080MFF微型商用办公游戏台式电脑主机G6400T升级G6405T/8G/128G/1T 内置WiFi【定制版】"
